ask_price_1_static_plgs,bid_price_1_static_plgs,ask_price_2_static_plgs,bid_price_2_static_plgs,ask_size_1_static_exp,bid_size_1_static_exp,ask_size_2_static_exp,bid_size_2_static_exp,ask_price_1_kin_pos,ask_price_1_kin_vel,ask_price_1_kin_acc,ask_price_1_kin_jrk,bid_price_1_kin_pos,bid_price_1_kin_vel,bid_price_1_kin_acc,bid_price_1_kin_jrk,ask_price_2_kin_pos,ask_price_2_kin_vel,ask_price_2_kin_acc,ask_price_2_kin_jrk,bid_price_2_kin_pos,bid_price_2_kin_vel,bid_price_2_kin_acc,bid_price_2_kin_jrk,ask_size_1_kin_pos,ask_size_1_kin_vel,ask_size_1_kin_acc,ask_size_1_kin_jrk,bid_size_1_kin_pos,bid_size_1_kin_vel,bid_size_1_kin_acc,bid_size_1_kin_jrk,ask_size_2_kin_pos,ask_size_2_kin_vel,ask_size_2_kin_acc,ask_size_2_kin_jrk,bid_size_2_kin_pos,bid_size_2_kin_vel,bid_size_2_kin_acc,bid_size_2_kin_jrk,time,delta_t,trend_label,size_log1p,price_static,type_1,type_2,type_3,type_4,type_5,direction_-1,direction_1,time_day_sin,time_day_cos
0,0,0.01,0.01,0.062932536622596569,0.055878109613577864,0.076883653613364245,0.051145678944198747,0.86421267007785441,0.12183166384019314,0.037617371004760147,0.016409813089111627,-0.13874349872800551,0.10759556181985803,0.028722830189230567,0.015318045847969726,1.3642126700778543,0.12183166384019239,0.037617371004759315,0.016409813089111283,-0.63874349872800551,0.10759556181985808,0.028722830189230567,0.01531804584796969,4.8751973284773049,0.015267390877932385,-0.00023250306629907236,7.8168549952073452e-06,4.7535902386448612,0.025863980272965437,-0.00066370571639340348,4.0661732061325617e-05,5.0814044051189686,0.024846336450652373,-0.00061291042303324161,3.5811879095182242e-05,4.6634397306014925,0.047194622205616321,-0.0021593121563531215,0.00028488860486908241,5,1,1,3.2580965380214821,-0,1,0,0,0,0,1,0,0.00036361025281985316,0.99999993389378983
0,0,0.01,0.01,0.063869135708381153,0.057293230842900278,0.078728041303651297,0.053514852046516181,0.88816988554647558,0.13255850944516381,0.023209034230544393,0.004258795199547017,-0.1215107483243896,0.12806243313935209,0.030488007421165648,0.010113756404194955,1.3881698855464755,0.1325585094451634,0.023209034230543935,0.0042587951995468297,-0.62151074832438957,0.12806243313935237,0.030488007421165891,0.010113756404195016,4.890349133178109,0.015037796304659734,-0.0002255807563831258,7.4587171640660976e-06,4.7791235357936381,0.025211801674055234,-0.00063092614635673616,3.7504010864136683e-05,5.1059455100944611,0.024243882774793279,-0.00058376742628341027,3.3140385532814953e-05,4.709530720361518,0.045065341864298336,-0.0019752395792727029,0.00024444475351040329,6,1,1,3.3672958299864741,0,0,1,0,0,0,0,1,0.00043633229915333009,0.9999999048070578
0,0,0.01,0.01,0.064804798663223417,0.058706230981594332,0.08056874390487534,0.055878109613577864,0.92300365368632187,0.1133512116175712,-0.012537581581201621,-0.011807739355994544,-0.0845011151131944,0.12272883284714327,0.0042226512328269461,-0.0043890740355720242,1.4230036536863218,0.11335121161757078,-0.012537581581202162,-0.011807739355994783,-0.58450111511319436,0.12272883284714364,0.004222651232827529,-0.004389074035571764,4.9052747830988537,0.014815005113303581,-0.00021896276771571355,7.1221298343082662e-06,4.8040210831637085,0.024591711834397456,-0.00060050885543239119,3.4665071230677302e-05,5.1298987476484053,0.023669958880015107,-0.00055664880059569377,3.0728213044978192e-05,4.7535906186116179,0.043120213355981596,-0.0018133894792401462,0.00021131534818899511,7,1,1,2.3978952727983707,-0,0,0,1,0,0,1,0,0.00050905434317926506,0.99999987043182947
0,0,0,0,0.065739526422786465,0.06011711320891111,0.082405768779848954,0.05823546641575128,0.93668796871373183,0.081868871401007848,-0.036757202707276726,-0.017018292801850771,-0.061741085190183342,0.096498448454592212,-0.025924991025299882,-0.01485661004832646,1.4366879687137319,0.081868871401007515,-0.036757202707277142,-0.01701829280185093,-0.56174108519018329,0.096498448454592128,-0.025924991025300118,-0.014856610048326609,4.9199809302143818,0.014598719303067886,-0.00021263153717554495,6.8054959480312593e-06,4.8283137719976539,0.024001398623969328,-0.00057223295431119148,3.2105668087173411e-05,5.1532916241603584,0.023122584511764188,-0.00053137187296969923,2.8544636124366862e-05,4.7957909008904807,0.041336283804767504,-0.0016703885141268193,0.00018391738344372688,8,1,1,2.6390573296152584,0,0,0,0,1,0,0,1,0.00058177638451306754,0.99999983076810495
0,0,0,0,0.066673319921798035,0.061525880699335955,0.084239123276674377,0.060586937186524192,0.91664153450098751,0.067056207202378704,-0.027182421178795324,-0.006582306329555497,-0.074156125103269424,0.073487374404675607,-0.032237316093964817,-0.011665047297405735,1.4166415345009875,0.067056207202378371,-0.027182421178795824,-0.006582306329555726,-0.57415612510326941,0.073487374404675843,-0.03223731609396463,-0.011665047297405702,4.9344739372626503,0.014388658027948198,-0.00020657074935459541,6.507358398050167e-06,4.8520302953228995,0.023438766921102694,-0.00054590268663468056,2.9792215853141624e-05,5.1761497595237813,0.02259995860029318,-0.00050777405187951707,2.6563197483620016e-05,4.8362822046648288,0.039694273582234318,-0.0015434653000806486,0.00016106213529659685,9,1,1,2.8332133440562162,-0,0,0,0,0,1,1,0,0.00065449842277014755,0.99999978581588433
0,0,0,0,0.067606180094051727,0.062932536622596569,0.086068814728771814,0.062932536622596569,0.88129495021441695,0.082531914173830212,0.0073837530233492737,0.0099054222262891962,-0.11033190441126825,0.074851886057885397,-0.0089108014158044563,0.002251306142646587,1.381294950214417,0.082531914173830045,0.007383753023348899,0.0099054222262890193,-0.61033190441126817,0.074851886057885703,-0.0089108014158040538,0.0022513061426467293,4.9487598942739934,0.014184556379733815,-0.00020076523176026928,6.2263859435807145e-06,4.8751973516937941,0.022901913724496348,-0.00052134408768789164,2.7695858450138555e-05,5.1984970558063193,0.022100439433425212,-0.00048571024478649694,2.4761031867631678e-05,4.8751975745459708,0.038177867207158656,-0.0014303298334655823,0.00014184509929310307,10,1,1,2.9957322735539909,0,1,0,0,0,0,0,1,0.00072722045756591473,0.99999973557516808
0,0,0.01,0.01,0.068538107872407883,0.064337084143669232,0.087894850454909634,0.065272279383972509,0.86314570243791366,0.11406769869559019,0.035161338747671911,0.017286151268443229,-0.13700857845159725,0.099337457692951103,0.022608262989708638,0.014097819097543219,1.3631457024379137,0.11406769869558986,0.035161338747671411,0.01728615126844301,-0.6370085784515972,0.09933745769295127,0.022608262989708722,0.014097819097543204,4.9628446339362311,0.013986164273150248,-0.00019520086018576244,5.9613606930020158e-06,4.8978398258625093,0.022389106615518406,-0.00049840214781238235,2.5791709976324961e-05,5.2203558474727529,0.021622527406303327,-0.00046505065348712016,2.3118309575770324e-05,4.9126550994023424,0.036773163076280646,-0.0013290790099937944,0.000125569710432899,11,1,1,3.1354942159291497,-0,0,1,0,0,0,1,0,0.00079994248851577871,0.9999996800459563
0,0,0.01,0.01,0.069469104188794262,0.065739526422786465,0.089717237759233015,0.067606180094051727,0.87888012587774733,0.13266970591322683,0.03061175178230445,0.008774072553606474,-0.12965973613728973,0.12443216766971033,0.033341394665912759,0.012982862189623743,1.3788801258777474,0.13266970591322708,0.030611751782304658,0.0087740725536065364,-0.62965973613728965,0.12443216766971063,0.033341394665913265,0.012982862189623995,4.9767337458926413,0.013793245423301848,-0.00018986447306190701,5.7111670077325538e-06,4.9199809494444784,0.021898765055901936,-0.00047693839562312768,2.4058231615470271e-05,5.2417470355375881,0.02116484996553325,-0.00044567888555235857,2.1617776435695069e-05,4.9487600731720001,0.035468241820677093,-0.0012381223791573248,0.00011169360613696999,12,1,1,3.2580965380214821,0,0,0,1,0,0,0,1,0.00087266451523514957,0.99999961922824943
0,0,0.01,0.01,0.070399169974207254,0.067139866615444022,0.091535983931293807,0.069934253339721475,0.91403206418625516,0.12123533617825344,-0.0020821385984557128,-0.0078048480033389676,-0.095041869201264506,0.12706405536562004,0.013420601847950589,-6.8478341923135927e-05,1.4140320641862552,0.12123533617825311,-0.0020821385984560459,-0.0078048480033390613,-0.59504186920126445,0.12706405536562029,0.01342060184795088,-6.8478341923021435e-05,4.9904325900605366,0.013605576406628961,-0.00018474379387123374,5.4747816149725015e-06,4.941642444179057,0.021429444094362982,-0.00045682883187225798,2.24767178680918e-05,5.2626902076670738,0.020726148428467539,-0.00042749033153410831,2.024437171074811e-05,4.9836067790117804,0.034252824367723589,-0.0011561235588648522,9.9790201410654422e-05,13,1,1,3.3672958299864741,-0,0,0,0,1,0,1,0,0.00094538653733943672,0.99999955312204769
0,0,0.01,0.01,0.071328306158712773,0.068538107872407883,0.093351096246079068,0.072256513671447142,0.93628298739411675,0.090277296292758658,-0.032861720354082094,-0.017208027299922768,-0.064982484855988384,0.10481337537065882,-0.018839030416750807,-0.013056860201714928,1.4362829873941168,0.090277296292758324,-0.032861720354082385,-0.017208027299922816,-0.56498248485598834,0.10481337537065899,-0.018839030416750585,-0.013056860201714853,5.0039463090498524,0.013422945797519237,-0.00017982736073030026,5.2512648164027009e-06,4.9628446500000649,0.020979820127616566,-0.00043796215722435861,2.103087098395684e-05,5.2832037459604333,0.020305266410769907,-0.00041039076594295842,1.8984909519542681e-05,5.0172799729219593,0.033117998610940003,-0.0010819537834481086,8.952083460272986e-05,14,1,1,2.3978952727983707,0,0,0,0,0,1,0,1,0.0010181085544440501,0.99999948172735142
0,0,0,0,0.072256513671447142,0.069934253339721475,0.095162581964040482,0.074572975603363179,0.92517549931941256,0.068258265357197395,-0.033428387965685605,-0.010790225655803662,-0.067118042442564682,0.078137300257940176,-0.033778144996907546,-0.014040825006830506,1.4251754993194123,0.068258265357196979,-0.033428387965686063,-0.01079022565580387,-0.5671180424425647,0.078137300257940245,-0.033778144996907344,-0.014040825006830394,5.017279839753737,0.013245153373534047,-0.00017510446244650701,5.0397526228929124e-06,4.9836066398088654,0.020548678419601618,-0.0004202382473049715,1.9706446929362853e-05,5.3033049238965591,0.019901139637624743,-0.00039429513774502656,1.7827812027554346e-05,5.0498561256143475,0.032055999098755894,-0.0010146548798265487,8.061431998598878e-05,15,1,1,2.6390573296152584,-0,1,0,0,0,0,1,0,0.0010908305661643995,0.99999940504416096
0,0,0,0,0.073183793440617761,0.071328306158712773,0.096970448331123227,0.076883653613364245,0.89092177327317101,0.075422438867675134,-0.0032611498446170201,0.0055480596945470181,-0.099485120164552687,0.071561690463068678,-0.017661788842809362,-0.0021157200532542532,1.3909217732731711,0.075422438867674801,-0.003261149844617478,0.0055480596945468724,-0.59948512016455269,0.071561690463068789,-0.017661788842809126,-0.0021157200532541283,5.030437924176562,0.013072009383032324,-0.00017056508031165762,4.8394497412784787e-06,5.003946322573138,0.020134902130665377,-0.00040356683649112046,1.8490959632549986e-05,5.323009993727406,0.019512786949326566,-0.00037912652159421967,1.6762885191340393e-05,5.0814044684070252,0.031060028087751768,-0.00095340959931677904,7.2851761945963434e-05,16,1,1,2.8332133440562162,0,0,1,0,0,0,0,1,0.001163552572115895,0.99999932307247685
